Source,Target,Type,RawWeight,Weight
8,22,Undirected,12,0
8,23,Undirected,30,0
8,24,Undirected,85,0
8,25,Undirected,36,0
8,26,Undirected,24,0
8,27,Undirected,23,0
8,28,Undirected,34,0
8,29,Undirected,155,0
8,30,Undirected,66,0
9,21,Undirected,86,0
9,22,Undirected,13,0
9,23,Undirected,30,0
9,24,Undirected,84,0
9,25,Undirected,37,0
9,26,Undirected,25,0
9,27,Undirected,24,0
9,28,Undirected,29,0
9,29,Undirected,157,0
9,30,Undirected,67,0
7,21,Undirected,80,0
21,22,Undirected,6,0
21,23,Undirected,19,0
17,21,Undirected,88,0
13,21,Undirected,77,0
14,21,Undirected,80,0
15,21,Undirected,71,0
21,24,Undirected,49,0
21,25,Undirected,23,0
21,26,Undirected,11,0
21,27,Undirected,11,0
21,28,Undirected,22,0
21,29,Undirected,91,0
19,21,Undirected,52,0
21,30,Undirected,41,0
20,21,Undirected,57,0
7,22,Undirected,9,0
7,23,Undirected,24,0
7,24,Undirected,70,0
7,25,Undirected,34,0
7,26,Undirected,22,0
7,27,Undirected,20,0
7,28,Undirected,29,0
7,29,Undirected,129,0
7,30,Undirected,58,0
22,23,Undirected,8,0.575984064253843
17,22,Undirected,11,0
13,22,Undirected,11,0
14,22,Undirected,11,0
15,22,Undirected,6,0
22,24,Undirected,8,0
22,25,Undirected,6,0.306801435841857
22,26,Undirected,6,0.538195503364443
22,27,Undirected,5,0.475404673504988
22,28,Undirected,1,0
22,29,Undirected,12,0
19,22,Undirected,4,0
22,30,Undirected,7,0
20,22,Undirected,7,0
17,23,Undirected,31,0
13,23,Undirected,28,0
14,23,Undirected,28,0
15,23,Undirected,23,0
23,24,Undirected,19,0
23,25,Undirected,11,0.165472283045387
23,26,Undirected,12,0.434654911457374
23,27,Undirected,17,0.602313002976192
23,28,Undirected,5,0
23,29,Undirected,29,0
19,23,Undirected,15,0
23,30,Undirected,16,0
20,23,Undirected,21,0
17,24,Undirected,88,0
17,25,Undirected,41,0
17,26,Undirected,24,0
17,27,Undirected,26,0
17,28,Undirected,33,0
17,29,Undirected,166,0
17,30,Undirected,70,0
13,24,Undirected,76,0
13,25,Undirected,41,0
13,26,Undirected,23,0
13,27,Undirected,25,0
13,28,Undirected,31,0
13,29,Undirected,149,0
13,30,Undirected,63,0
14,24,Undirected,81,0
14,25,Undirected,42,0
14,26,Undirected,23,0
14,27,Undirected,22,0
14,28,Undirected,33,0
14,29,Undirected,149,0
14,30,Undirected,65,0
15,24,Undirected,64,0
15,25,Undirected,33,0
15,26,Undirected,16,0
15,27,Undirected,20,0
15,28,Undirected,25,0
15,29,Undirected,123,0
15,30,Undirected,51,0
24,25,Undirected,20,0
24,26,Undirected,13,0
24,27,Undirected,17,0.143103337565232
24,28,Undirected,21,0
24,29,Undirected,83,0
19,24,Undirected,46,0
24,30,Undirected,46,0.11532433244765
20,24,Undirected,54,0
25,26,Undirected,9,0.165472283045387
25,27,Undirected,5,0
25,28,Undirected,7,0
25,29,Undirected,41,0
19,25,Undirected,28,0
25,30,Undirected,24,0.147743516084956
20,25,Undirected,39,0.176753293455076
26,27,Undirected,16,0.663134239972743
26,28,Undirected,3,0
26,29,Undirected,25,0
19,26,Undirected,12,0
26,30,Undirected,14,0.145054377574174
20,26,Undirected,13,0
27,28,Undirected,2,0
27,29,Undirected,25,0
19,27,Undirected,11,0
27,30,Undirected,12,0
20,27,Undirected,12,0
28,29,Undirected,35,0
19,28,Undirected,19,0
28,30,Undirected,14,0
20,28,Undirected,23,0
19,29,Undirected,94,0
29,30,Undirected,69,0
20,29,Undirected,103,0
19,30,Undirected,42,0
20,30,Undirected,46,0
6,29,Undirected,121,0
6,30,Undirected,43,0
5,29,Undirected,8,0
5,30,Undirected,4,0
10,29,Undirected,58,0
10,30,Undirected,19,0
11,29,Undirected,35,0
11,30,Undirected,11,0
12,29,Undirected,20,0
12,30,Undirected,9,0
18,29,Undirected,42,0
18,30,Undirected,22,0
1,31,Undirected,37,0
1,32,Undirected,9,0
4,31,Undirected,53,0
4,32,Undirected,12,0
2,31,Undirected,40,0.107588529781266
2,32,Undirected,7,0
3,31,Undirected,32,0
3,32,Undirected,9,0
22,31,Undirected,2,0
9,31,Undirected,48,0
8,31,Undirected,46,0
21,31,Undirected,31,0
24,31,Undirected,31,0.0947135883912596
16,31,Undirected,36,0
23,31,Undirected,3,0
17,31,Undirected,48,0
15,31,Undirected,40,0
13,31,Undirected,44,0
31,32,Undirected,2,0
29,31,Undirected,49,0
19,31,Undirected,37,0.144955850130187
27,31,Undirected,1,0
20,31,Undirected,40,0.126230639837325
16,22,Undirected,4,0
22,32,Undirected,4,0.647339972789511
9,32,Undirected,13,0
8,32,Undirected,12,0
16,21,Undirected,65,0
21,32,Undirected,5,0
16,24,Undirected,55,0
24,32,Undirected,7,0
16,23,Undirected,23,0
16,32,Undirected,10,0
16,29,Undirected,121,0
16,27,Undirected,15,0
23,32,Undirected,8,0.543799380882442
17,32,Undirected,13,0
15,32,Undirected,8,0
13,32,Undirected,10,0
29,32,Undirected,12,0
19,32,Undirected,2,0
27,32,Undirected,6,0.522401236181211
20,32,Undirected,6,0
1,33,Undirected,30,0
1,34,Undirected,3,0
1,35,Undirected,2,0
4,33,Undirected,59,0
4,34,Undirected,4,0
4,35,Undirected,3,0
2,33,Undirected,30,0
2,34,Undirected,3,0
2,35,Undirected,3,0
3,33,Undirected,39,0
3,34,Undirected,2,0
3,35,Undirected,2,0
8,33,Undirected,51,0
8,34,Undirected,4,0
8,35,Undirected,3,0
9,33,Undirected,46,0
9,34,Undirected,4,0
9,35,Undirected,2,0
13,33,Undirected,44,0
13,34,Undirected,4,0
13,35,Undirected,3,0
12,33,Undirected,8,0
25,33,Undirected,17,0
17,33,Undirected,56,0
14,33,Undirected,48,0
15,33,Undirected,40,0
24,33,Undirected,25,0
16,33,Undirected,46,0
19,33,Undirected,30,0
29,33,Undirected,56,0
18,33,Undirected,10,0
33,34,Undirected,1,0
20,33,Undirected,35,0
33,35,Undirected,1,0
12,25,Undirected,4,0
12,24,Undirected,11,0
12,34,Undirected,1,0.323080136407055
12,35,Undirected,1,0.448018873015355
16,25,Undirected,29,0
18,25,Undirected,18,0.181862699233557
25,34,Undirected,1,0
25,35,Undirected,3,0.64259353776505
17,34,Undirected,4,0
17,35,Undirected,1,0
14,34,Undirected,3,0
14,35,Undirected,3,0
15,34,Undirected,3,0
15,35,Undirected,2,0
18,24,Undirected,24,0
24,34,Undirected,3,0
24,35,Undirected,2,0
16,34,Undirected,3,0
16,35,Undirected,3,0
19,34,Undirected,2,0
19,35,Undirected,3,0.301029995663981
29,34,Undirected,4,0
29,35,Undirected,3,0
18,34,Undirected,1,0
18,35,Undirected,1,0
20,34,Undirected,2,0
34,35,Undirected,1,1.226170123399
20,35,Undirected,3,0.248446518110151
1,36,Undirected,25,0
1,37,Undirected,20,0
4,36,Undirected,45,0
4,37,Undirected,35,0
2,36,Undirected,23,0
2,37,Undirected,17,0
3,36,Undirected,31,0
3,37,Undirected,24,0
8,36,Undirected,45,0
8,37,Undirected,33,0
9,36,Undirected,43,0
9,37,Undirected,32,0
21,36,Undirected,33,0.151397996256429
21,37,Undirected,22,0.11247993022606
11,21,Undirected,17,0
18,21,Undirected,16,0
31,36,Undirected,13,0
14,36,Undirected,38,0
25,36,Undirected,11,0
24,36,Undirected,22,0
36,37,Undirected,11,0
17,36,Undirected,40,0
11,36,Undirected,9,0
15,36,Undirected,31,0
13,36,Undirected,30,0
29,36,Undirected,41,0
30,36,Undirected,18,0
19,36,Undirected,21,0
18,36,Undirected,9,0
20,36,Undirected,20,0
14,31,Undirected,47,0
25,31,Undirected,12,0
31,37,Undirected,4,0
11,31,Undirected,12,0
30,31,Undirected,23,0
18,31,Undirected,16,0
14,37,Undirected,30,0
25,37,Undirected,6,0
11,25,Undirected,8,0
24,37,Undirected,16,0
11,24,Undirected,10,0
17,37,Undirected,34,0
11,37,Undirected,10,0.193081601029353
15,37,Undirected,25,0
13,37,Undirected,24,0
29,37,Undirected,34,0
30,37,Undirected,12,0
19,37,Undirected,19,0
18,37,Undirected,9,0
20,37,Undirected,17,0
6,21,Undirected,68,0
6,23,Undirected,24,0
6,25,Undirected,30,0
6,24,Undirected,58,0
16,30,Undirected,45,0
1,38,Undirected,6,0
1,39,Undirected,27,0
3,38,Undirected,7,0
3,39,Undirected,30,0.107060930451423
2,38,Undirected,6,0
2,39,Undirected,22,0
4,38,Undirected,10,0
4,39,Undirected,36,0
22,36,Undirected,6,0.288318030147843
23,36,Undirected,6,0
33,36,Undirected,15,0
36,38,Undirected,4,0
36,39,Undirected,10,0
22,33,Undirected,2,0
18,22,Undirected,2,0
22,38,Undirected,1,0
22,39,Undirected,3,0
8,38,Undirected,10,0
8,39,Undirected,30,0
9,38,Undirected,11,0
9,39,Undirected,33,0
25,38,Undirected,1,0
25,39,Undirected,7,0
14,38,Undirected,11,0
14,39,Undirected,29,0
24,38,Undirected,8,0.189325065991495
24,39,Undirected,19,0
23,33,Undirected,7,0
18,23,Undirected,8,0
23,38,Undirected,1,0
23,39,Undirected,5,0
17,38,Undirected,10,0
17,39,Undirected,35,0
30,33,Undirected,11,0
33,38,Undirected,1,0
33,39,Undirected,9,0
13,38,Undirected,6,0
13,39,Undirected,30,0
18,38,Undirected,4,0
18,39,Undirected,6,0
29,38,Undirected,9,0
29,39,Undirected,34,0
30,38,Undirected,6,0
30,39,Undirected,14,0
19,38,Undirected,7,0
19,39,Undirected,19,0
38,39,Undirected,5,0.394726964557423
20,38,Undirected,5,0
20,39,Undirected,22,0
6,31,Undirected,33,0
6,39,Undirected,22,0
7,31,Undirected,36,0
7,39,Undirected,28,0
10,21,Undirected,32,0
21,39,Undirected,19,0
10,31,Undirected,15,0
31,39,Undirected,6,0
16,39,Undirected,27,0
15,39,Undirected,27,0
10,39,Undirected,12,0
11,39,Undirected,10,0.168947921312634
1,40,Undirected,10,0
4,40,Undirected,11,0
2,40,Undirected,8,0
3,40,Undirected,10,0
31,33,Undirected,17,0
12,31,Undirected,5,0
31,40,Undirected,4,0
9,40,Undirected,10,0
8,40,Undirected,10,0
7,33,Undirected,44,0
7,40,Undirected,8,0
16,40,Undirected,7,0
17,40,Undirected,12,0
15,40,Undirected,8,0
13,40,Undirected,11,0
33,40,Undirected,5,0
12,40,Undirected,2,0
29,40,Undirected,12,0
19,40,Undirected,8,0
30,40,Undirected,7,0.196206900021556
20,40,Undirected,8,0
1,41,Undirected,8,0
1,42,Undirected,16,0
4,41,Undirected,12,0
4,42,Undirected,18,0
2,41,Undirected,12,0.16285761842348
2,42,Undirected,14,0
3,41,Undirected,9,0
3,42,Undirected,14,0
6,33,Undirected,39,0
6,41,Undirected,9,0
6,42,Undirected,17,0.129941891507261
7,41,Undirected,13,0
7,42,Undirected,14,0
9,41,Undirected,9,0
9,42,Undirected,16,0
14,41,Undirected,14,0
14,42,Undirected,19,0
16,41,Undirected,11,0
16,42,Undirected,13,0
17,41,Undirected,12,0
17,42,Undirected,19,0
15,41,Undirected,10,0
15,42,Undirected,13,0
13,41,Undirected,12,0
13,42,Undirected,17,0
11,33,Undirected,9,0
33,41,Undirected,5,0
33,42,Undirected,11,0.289839203268376
11,41,Undirected,3,0
11,42,Undirected,4,0
29,41,Undirected,12,0
29,42,Undirected,18,0
30,41,Undirected,7,0
30,42,Undirected,7,0
19,41,Undirected,7,0
19,42,Undirected,8,0
20,41,Undirected,11,0
20,42,Undirected,10,0
39,41,Undirected,4,0
41,42,Undirected,6,0.6586209831992
39,42,Undirected,3,0
5,39,Undirected,4,0.297816951549366
12,39,Undirected,2,0
21,33,Undirected,27,0
12,21,Undirected,8,0
1,43,Undirected,6,0.191408017139787
4,43,Undirected,5,0
2,43,Undirected,5,0
3,43,Undirected,5,0
9,43,Undirected,5,0
6,43,Undirected,2,0
8,43,Undirected,5,0
5,43,Undirected,1,0.485807433904755
14,43,Undirected,6,0
10,43,Undirected,4,0.316346753748087
12,43,Undirected,2,0.448018873015355
15,43,Undirected,4,0
16,43,Undirected,6,0
17,43,Undirected,6,0
11,43,Undirected,2,0.260028390659966
13,43,Undirected,5,0
18,43,Undirected,4,0.413256766756143
19,43,Undirected,2,0
29,43,Undirected,6,0
20,43,Undirected,4,0
1,44,Undirected,7,0
4,44,Undirected,11,0
3,44,Undirected,8,0
2,44,Undirected,5,0
31,44,Undirected,1,0
7,36,Undirected,35,0
10,36,Undirected,17,0
16,36,Undirected,29,0
36,44,Undirected,3,0
8,44,Undirected,8,0
9,44,Undirected,9,0
21,44,Undirected,3,0
7,44,Undirected,8,0
10,24,Undirected,23,0
10,44,Undirected,3,0
11,44,Undirected,2,0
17,44,Undirected,11,0
14,44,Undirected,9,0
24,44,Undirected,8,0.189325065991495
15,44,Undirected,9,0
16,44,Undirected,6,0
30,44,Undirected,6,0
29,44,Undirected,10,0
1,45,Undirected,1,0
4,45,Undirected,3,0
2,45,Undirected,3,0
3,45,Undirected,3,0
31,43,Undirected,2,0
31,45,Undirected,1,0
7,32,Undirected,9,0
7,43,Undirected,3,0
7,45,Undirected,3,0
8,45,Undirected,1,0
9,45,Undirected,3,0
14,32,Undirected,12,0
14,45,Undirected,2,0
24,43,Undirected,4,0
24,45,Undirected,2,0
16,45,Undirected,3,0
13,45,Undirected,3,0
17,45,Undirected,3,0
30,32,Undirected,3,0
30,43,Undirected,4,0.254198846999243
30,45,Undirected,2,0
29,45,Undirected,3,0
32,43,Undirected,1,0.381072083384742
32,45,Undirected,1,0.682102079048723
43,45,Undirected,1,1.05007886434332
25,43,Undirected,3,0.341563542101068
1,46,Undirected,4,0
4,46,Undirected,4,0
2,46,Undirected,3,0
3,46,Undirected,4,0
6,22,Undirected,6,0
22,46,Undirected,1,0.589348025811825
6,26,Undirected,19,0
6,27,Undirected,18,0
6,46,Undirected,4,0
7,46,Undirected,3,0
8,46,Undirected,3,0
9,46,Undirected,4,0
16,26,Undirected,16,0
26,46,Undirected,2,0.572957609623655
14,46,Undirected,4,0
17,46,Undirected,4,0
13,46,Undirected,4,0
24,46,Undirected,4,0.327627764157776
16,46,Undirected,2,0
15,46,Undirected,4,0
23,46,Undirected,3,0.661898692960436
29,46,Undirected,4,0
30,46,Undirected,3,0.305351369446624
27,46,Undirected,4,0.890378021475806
14,40,Undirected,8,0
13,44,Undirected,9,0
18,40,Undirected,3,0
40,44,Undirected,1,0
18,44,Undirected,4,0
19,44,Undirected,5,0
1,47,Undirected,31,0
4,47,Undirected,46,0
2,47,Undirected,35,0.0926312150287814
3,47,Undirected,28,0
6,47,Undirected,35,0
8,47,Undirected,45,0
8,42,Undirected,16,0
14,47,Undirected,42,0
17,47,Undirected,41,0
13,47,Undirected,43,0
15,47,Undirected,32,0
11,47,Undirected,7,0
10,25,Undirected,7,0
10,33,Undirected,18,0
10,47,Undirected,19,0
10,42,Undirected,3,0
25,47,Undirected,13,0
25,42,Undirected,5,0
33,47,Undirected,15,0
16,47,Undirected,32,0
19,47,Undirected,24,0
29,47,Undirected,42,0
42,47,Undirected,8,0.248446518110151
20,47,Undirected,26,0
6,37,Undirected,27,0
7,37,Undirected,28,0
7,47,Undirected,38,0
8,41,Undirected,10,0
9,47,Undirected,44,0
21,47,Undirected,26,0
21,42,Undirected,9,0
21,41,Undirected,6,0
16,37,Undirected,23,0
37,47,Undirected,7,0
37,42,Undirected,1,0
37,41,Undirected,1,0
41,47,Undirected,6,0.256133346776442
1,48,Undirected,11,0
2,48,Undirected,9,0
3,48,Undirected,7,0
4,48,Undirected,14,0
6,48,Undirected,13,0
7,48,Undirected,11,0
8,48,Undirected,12,0
9,48,Undirected,13,0
21,48,Undirected,7,0
16,48,Undirected,9,0
15,48,Undirected,12,0
14,48,Undirected,14,0
24,48,Undirected,6,0
24,47,Undirected,17,0
17,48,Undirected,12,0
13,48,Undirected,13,0
12,48,Undirected,1,0
10,48,Undirected,4,0
47,48,Undirected,6,0.226170123398999
29,48,Undirected,14,0
12,47,Undirected,1,0
31,47,Undirected,14,0
26,31,Undirected,3,0
31,41,Undirected,4,0
24,41,Undirected,4,0
26,47,Undirected,4,0
10,26,Undirected,5,0
26,41,Undirected,1,0
30,47,Undirected,16,0
10,41,Undirected,4,0
25,41,Undirected,6,0.274616752470455
12,42,Undirected,1,0
12,41,Undirected,2,0
23,37,Undirected,5,0
23,47,Undirected,3,0
31,42,Undirected,6,0
6,36,Undirected,30,0
36,47,Undirected,14,0
36,42,Undirected,5,0
18,47,Undirected,11,0
10,23,Undirected,4,0
23,42,Undirected,3,0
18,42,Undirected,3,0
1,49,Undirected,8,0
4,49,Undirected,17,0
2,49,Undirected,9,0
3,49,Undirected,14,0
9,49,Undirected,16,0
7,49,Undirected,18,0
5,21,Undirected,3,0
21,49,Undirected,10,0
6,49,Undirected,11,0
8,49,Undirected,13,0
5,25,Undirected,4,0
5,47,Undirected,4,0
5,49,Undirected,2,0.286235078999551
14,49,Undirected,15,0
25,49,Undirected,5,0
16,49,Undirected,12,0
17,49,Undirected,17,0
15,49,Undirected,14,0
13,49,Undirected,16,0
10,49,Undirected,6,0
11,49,Undirected,1,0
47,49,Undirected,4,0
39,47,Undirected,9,0
29,49,Undirected,17,0
30,49,Undirected,5,0
20,49,Undirected,8,0
39,49,Undirected,5,0
21,46,Undirected,1,0
25,46,Undirected,1,0
20,46,Undirected,2,0
6,40,Undirected,7,0
25,40,Undirected,5,0.262382296053444
11,40,Undirected,2,0
6,28,Undirected,26,0
6,38,Undirected,7,0
7,38,Undirected,9,0
21,38,Undirected,7,0
28,31,Undirected,6,0
31,38,Undirected,1,0
16,28,Undirected,25,0
16,38,Undirected,6,0
15,38,Undirected,10,0
10,28,Undirected,12,0
10,38,Undirected,6,0.229196578029187
28,38,Undirected,4,0.286235078999551
10,37,Undirected,13,0
28,37,Undirected,16,0.385619711135463
37,38,Undirected,5,0.418860644274142
11,28,Undirected,6,0
11,38,Undirected,3,0
1,50,Undirected,66,0
1,51,Undirected,32,0
4,50,Undirected,122,0
2,50,Undirected,58,0
3,50,Undirected,70,0
8,50,Undirected,106,0
9,50,Undirected,108,0
21,50,Undirected,59,0
6,50,Undirected,86,0
36,50,Undirected,37,0
14,50,Undirected,103,0
17,50,Undirected,118,0
50,51,Undirected,55,0.132324115309112
13,50,Undirected,99,0
16,50,Undirected,81,0
47,50,Undirected,32,0
30,50,Undirected,38,0
29,50,Undirected,110,0
18,50,Undirected,30,0
4,51,Undirected,63,0
2,51,Undirected,30,0
3,51,Undirected,33,0
8,51,Undirected,56,0
9,51,Undirected,58,0
21,51,Undirected,34,0
6,51,Undirected,48,0
36,51,Undirected,21,0.140149452821069
14,51,Undirected,50,0
17,51,Undirected,54,0
13,51,Undirected,44,0
16,51,Undirected,39,0
47,51,Undirected,16,0
30,51,Undirected,19,0
29,51,Undirected,54,0
18,51,Undirected,14,0
6,32,Undirected,8,0
32,36,Undirected,3,0
28,36,Undirected,8,0
32,37,Undirected,2,0
18,32,Undirected,4,0
28,32,Undirected,2,0
18,28,Undirected,12,0
1,52,Undirected,9,0
15,50,Undirected,79,0
50,52,Undirected,10,0
10,50,Undirected,45,0
19,50,Undirected,51,0
20,50,Undirected,62,0
4,52,Undirected,12,0
2,52,Undirected,7,0
3,52,Undirected,6,0
6,52,Undirected,8,0
8,52,Undirected,9,0
9,52,Undirected,11,0
21,52,Undirected,6,0
14,52,Undirected,9,0
17,52,Undirected,12,0
15,51,Undirected,33,0
51,52,Undirected,7,0.265088189429369
10,51,Undirected,20,0
19,51,Undirected,29,0
20,51,Undirected,33,0
15,52,Undirected,10,0
13,52,Undirected,11,0
10,52,Undirected,4,0
47,52,Undirected,3,0
30,52,Undirected,5,0
19,52,Undirected,4,0
18,52,Undirected,2,0
20,52,Undirected,5,0
7,50,Undirected,94,0
5,50,Undirected,6,0
25,50,Undirected,24,0
24,50,Undirected,55,0
5,24,Undirected,3,0
22,49,Undirected,1,0
22,42,Undirected,1,0
24,49,Undirected,6,0
24,42,Undirected,7,0
23,49,Undirected,7,0.353181868630164
27,49,Undirected,5,0.310594424858996
42,49,Undirected,1,0
27,42,Undirected,3,0
26,50,Undirected,13,0
40,50,Undirected,5,0
33,50,Undirected,39,0
27,50,Undirected,13,0
24,51,Undirected,29,0
24,40,Undirected,4,0
25,51,Undirected,9,0
26,51,Undirected,7,0
40,51,Undirected,2,0
33,51,Undirected,21,0
27,51,Undirected,6,0
26,40,Undirected,1,0
26,33,Undirected,5,0
18,26,Undirected,5,0
27,40,Undirected,1,0
27,33,Undirected,3,0
18,27,Undirected,4,0
1,53,Undirected,11,0
22,50,Undirected,7,0
50,53,Undirected,20,0.15674871464053
39,50,Undirected,25,0
4,53,Undirected,21,0
3,53,Undirected,14,0
2,53,Undirected,11,0
8,53,Undirected,17,0
9,53,Undirected,20,0
7,53,Undirected,17,0
22,53,Undirected,3,0.326106591037243
22,47,Undirected,4,0
25,53,Undirected,4,0
14,53,Undirected,20,0
17,53,Undirected,17,0
13,53,Undirected,18,0
26,53,Undirected,3,0
47,53,Undirected,7,0
30,53,Undirected,8,0
19,53,Undirected,11,0
29,53,Undirected,20,0
39,53,Undirected,4,0
20,53,Undirected,9,0
26,39,Undirected,4,0
11,50,Undirected,19,0
43,50,Undirected,3,0
41,50,Undirected,7,0
7,52,Undirected,8,0
25,52,Undirected,2,0
11,52,Undirected,2,0
16,52,Undirected,5,0
