Source,Target,Type,RawWeight,Weight
6,16,Undirected,3,0.294190571133676
6,17,Undirected,8,0
6,18,Undirected,4,0.322219294733919
6,19,Undirected,7,0.33480842204194
6,20,Undirected,3,0
6,21,Undirected,5,0
6,22,Undirected,2,0
6,23,Undirected,5,0
7,8,Undirected,18,0
7,9,Undirected,26,0
7,10,Undirected,27,0
7,11,Undirected,20,0
7,12,Undirected,29,0
7,13,Undirected,16,0
7,14,Undirected,24,0
7,15,Undirected,2,0
7,16,Undirected,7,0
7,17,Undirected,29,0
7,18,Undirected,9,0
7,19,Undirected,13,0
7,20,Undirected,8,0
7,21,Undirected,23,0
7,22,Undirected,7,0
7,23,Undirected,16,0
8,9,Undirected,17,0
8,10,Undirected,17,0
8,11,Undirected,11,0
8,12,Undirected,16,0
8,13,Undirected,9,0
8,14,Undirected,14,0
8,15,Undirected,2,0.322219294733919
8,16,Undirected,5,0
8,17,Undirected,19,0
8,18,Undirected,7,0
8,19,Undirected,8,0
8,20,Undirected,6,0
8,21,Undirected,15,0
8,22,Undirected,2,0
8,23,Undirected,9,0
9,10,Undirected,25,0
9,11,Undirected,18,0
9,12,Undirected,26,0
9,13,Undirected,14,0
9,14,Undirected,20,0
9,15,Undirected,2,0
9,16,Undirected,7,0
9,17,Undirected,26,0
9,18,Undirected,9,0
9,19,Undirected,13,0
9,20,Undirected,7,0
9,21,Undirected,23,0
9,22,Undirected,5,0
9,23,Undirected,12,0
10,11,Undirected,14,0
10,12,Undirected,29,0
10,13,Undirected,18,0
10,14,Undirected,21,0
10,15,Undirected,2,0
10,16,Undirected,5,0
10,17,Undirected,30,0
10,18,Undirected,10,0
10,19,Undirected,14,0
10,20,Undirected,12,0
10,21,Undirected,20,0
10,22,Undirected,9,0
10,23,Undirected,16,0
11,12,Undirected,19,0
11,13,Undirected,5,0
11,14,Undirected,16,0
11,15,Undirected,2,0.280826609575694
11,16,Undirected,5,0
11,17,Undirected,19,0
11,18,Undirected,3,0
11,19,Undirected,10,0
11,20,Undirected,2,0
11,21,Undirected,16,0
11,22,Undirected,4,0
11,23,Undirected,11,0
12,13,Undirected,16,0
12,14,Undirected,25,0
12,15,Undirected,1,0
12,16,Undirected,7,0
12,17,Undirected,32,0
12,18,Undirected,9,0
12,19,Undirected,15,0
12,20,Undirected,11,0
12,21,Undirected,21,0
12,22,Undirected,8,0
12,23,Undirected,17,0
13,14,Undirected,15,0
13,15,Undirected,1,0
13,16,Undirected,5,0
13,17,Undirected,16,0
13,18,Undirected,6,0
13,19,Undirected,6,0
13,20,Undirected,8,0.16840443038939
13,21,Undirected,13,0
13,22,Undirected,7,0.235351220020003
13,23,Undirected,10,0
14,15,Undirected,1,0
14,16,Undirected,7,0
14,17,Undirected,25,0
14,18,Undirected,7,0
14,19,Undirected,13,0
14,20,Undirected,7,0
14,21,Undirected,18,0
14,22,Undirected,7,0
14,23,Undirected,12,0
15,16,Undirected,1,0.419129307741976
15,17,Undirected,2,0
15,18,Undirected,1,0.322219294733919
15,19,Undirected,1,0
15,20,Undirected,2,0.544068044350276
15,21,Undirected,2,0
15,22,Undirected,1,0.367976785294594
15,23,Undirected,2,0.322219294733919
16,17,Undirected,7,0
16,18,Undirected,3,0
16,19,Undirected,4,0
16,20,Undirected,2,0
16,21,Undirected,6,0
16,22,Undirected,3,0.243038048686294
16,23,Undirected,5,0
17,18,Undirected,9,0
17,19,Undirected,17,0
17,20,Undirected,11,0
17,21,Undirected,23,0
17,22,Undirected,7,0
17,23,Undirected,17,0
18,19,Undirected,6,0
18,20,Undirected,2,0
18,21,Undirected,7,0
18,22,Undirected,3,0
18,23,Undirected,3,0
19,20,Undirected,4,0
19,21,Undirected,11,0
19,22,Undirected,4,0
19,23,Undirected,9,0
20,21,Undirected,5,0
20,22,Undirected,3,0
20,23,Undirected,9,0.197280558125619
21,22,Undirected,4,0
21,23,Undirected,10,0
22,23,Undirected,8,0.271066772286538
1,24,Undirected,14,0
1,25,Undirected,16,0
1,26,Undirected,30,0
1,27,Undirected,3,0
1,28,Undirected,3,0
1,29,Undirected,12,0
1,30,Undirected,16,0
1,31,Undirected,6,0
1,32,Undirected,26,0
1,33,Undirected,4,0
1,34,Undirected,2,0
1,35,Undirected,7,0
2,24,Undirected,12,0
2,25,Undirected,14,0
2,26,Undirected,26,0
2,27,Undirected,3,0
2,28,Undirected,2,0
2,29,Undirected,12,0
2,30,Undirected,16,0
2,31,Undirected,6,0
2,32,Undirected,23,0
2,33,Undirected,3,0
2,34,Undirected,2,0
2,35,Undirected,7,0
5,24,Undirected,10,0.198367653766833
5,25,Undirected,8,0
5,26,Undirected,13,0
5,27,Undirected,2,0
5,28,Undirected,2,0
5,29,Undirected,2,0
5,30,Undirected,5,0
5,31,Undirected,2,0
5,32,Undirected,13,0
5,33,Undirected,2,0
5,34,Undirected,1,0
5,35,Undirected,2,0
3,24,Undirected,13,0
3,25,Undirected,16,0
3,26,Undirected,29,0
3,27,Undirected,2,0
3,28,Undirected,3,0
3,29,Undirected,12,0
3,30,Undirected,16,0
3,31,Undirected,6,0
3,32,Undirected,25,0
3,33,Undirected,4,0
3,34,Undirected,2,0
3,35,Undirected,7,0
4,24,Undirected,13,0
4,25,Undirected,15,0
4,26,Undirected,27,0
4,27,Undirected,3,0
4,28,Undirected,2,0
4,29,Undirected,9,0
4,30,Undirected,14,0
4,31,Undirected,5,0
4,32,Undirected,23,0
4,33,Undirected,3,0
4,34,Undirected,1,0
4,35,Undirected,7,0
24,25,Undirected,6,0
24,26,Undirected,11,0
24,27,Undirected,2,0.301029995663981
24,28,Undirected,2,0.301029995663981
24,29,Undirected,2,0
13,24,Undirected,10,0.198367653766833
24,30,Undirected,6,0
10,24,Undirected,12,0
24,31,Undirected,2,0
12,24,Undirected,13,0
14,24,Undirected,9,0
24,32,Undirected,7,0
22,24,Undirected,4,0
24,33,Undirected,3,0.352182518111362
24,34,Undirected,1,0
17,24,Undirected,12,0
20,24,Undirected,8,0.301029995663981
23,24,Undirected,8,0
24,35,Undirected,2,0
25,26,Undirected,10,0
25,27,Undirected,1,0
25,28,Undirected,2,0
25,29,Undirected,7,0.185046101708608
13,25,Undirected,6,0
25,30,Undirected,6,0
10,25,Undirected,13,0
25,31,Undirected,3,0
12,25,Undirected,14,0
14,25,Undirected,10,0
25,32,Undirected,10,0
22,25,Undirected,3,0
25,33,Undirected,2,0
25,34,Undirected,1,0
17,25,Undirected,13,0
20,25,Undirected,4,0
23,25,Undirected,9,0
25,35,Undirected,4,0
26,27,Undirected,3,0
26,28,Undirected,3,0
26,29,Undirected,8,0
13,26,Undirected,13,0
26,30,Undirected,12,0
10,26,Undirected,22,0
26,31,Undirected,3,0
12,26,Undirected,27,0
14,26,Undirected,22,0
26,32,Undirected,19,0
22,26,Undirected,7,0
26,33,Undirected,3,0
26,34,Undirected,2,0
17,26,Undirected,28,0
20,26,Undirected,6,0
23,26,Undirected,12,0
26,35,Undirected,6,0
27,28,Undirected,1,0.669006780958576
27,29,Undirected,1,0
13,27,Undirected,2,0
27,30,Undirected,1,0
10,27,Undirected,3,0
27,31,Undirected,1,0.367976785294594
12,27,Undirected,2,0
14,27,Undirected,1,0
27,32,Undirected,2,0
22,27,Undirected,1,0
27,33,Undirected,1,0.544068044350276
27,34,Undirected,1,0.845098040014257
17,27,Undirected,3,0
20,27,Undirected,2,0.367976785294594
23,27,Undirected,2,0
27,35,Undirected,1,0.301029995663981
28,29,Undirected,2,0.367976785294594
13,28,Undirected,2,0
28,30,Undirected,1,0
10,28,Undirected,3,0
28,31,Undirected,1,0.367976785294594
12,28,Undirected,3,0
14,28,Undirected,2,0
28,32,Undirected,1,0
22,28,Undirected,2,0.492915521902894
28,33,Undirected,3,1.02118929906994
28,34,Undirected,2,1.14612803567824
17,28,Undirected,3,0
20,28,Undirected,1,0
23,28,Undirected,2,0
28,35,Undirected,1,0.301029995663981
13,29,Undirected,5,0
29,30,Undirected,5,0
10,29,Undirected,10,0
29,31,Undirected,1,0
12,29,Undirected,11,0
14,29,Undirected,8,0
29,32,Undirected,7,0
22,29,Undirected,3,0
29,33,Undirected,2,0
29,34,Undirected,2,0.544068044350276
17,29,Undirected,10,0
20,29,Undirected,3,0
23,29,Undirected,4,0
29,35,Undirected,4,0.301029995663981
13,30,Undirected,8,0
13,31,Undirected,4,0
13,32,Undirected,12,0
13,33,Undirected,3,0
13,34,Undirected,2,0.344495689445071
13,35,Undirected,4,0
10,30,Undirected,11,0
30,31,Undirected,3,0
12,30,Undirected,14,0
14,30,Undirected,10,0
30,32,Undirected,7,0
22,30,Undirected,1,0
30,33,Undirected,2,0
30,34,Undirected,1,0
17,30,Undirected,14,0
20,30,Undirected,4,0
23,30,Undirected,6,0
30,35,Undirected,6,0.352182518111362
10,31,Undirected,5,0
10,32,Undirected,22,0
10,33,Undirected,4,0
10,34,Undirected,2,0
10,35,Undirected,5,0
12,31,Undirected,6,0
14,31,Undirected,3,0
31,32,Undirected,4,0
22,31,Undirected,2,0
31,33,Undirected,2,0.544068044350276
31,34,Undirected,1,0.544068044350276
17,31,Undirected,3,0
20,31,Undirected,2,0
23,31,Undirected,5,0.243038048686294
31,35,Undirected,2,0.301029995663981
12,32,Undirected,22,0
12,33,Undirected,4,0
12,34,Undirected,2,0
12,35,Undirected,6,0
14,32,Undirected,19,0
14,33,Undirected,2,0
14,34,Undirected,2,0
14,35,Undirected,6,0
22,32,Undirected,6,0
32,33,Undirected,1,0
32,34,Undirected,1,0
17,32,Undirected,24,0
20,32,Undirected,8,0
23,32,Undirected,13,0
32,35,Undirected,2,0
22,33,Undirected,2,0.367976785294594
22,34,Undirected,1,0.367976785294594
22,35,Undirected,2,0
33,34,Undirected,2,1.02118929906994
17,33,Undirected,3,0
20,33,Undirected,2,0
23,33,Undirected,3,0
33,35,Undirected,1,0
17,34,Undirected,2,0
20,34,Undirected,1,0
23,34,Undirected,1,0
34,35,Undirected,1,0.477121254719662
17,35,Undirected,5,0
20,35,Undirected,1,0
23,35,Undirected,3,0
1,36,Undirected,14,0
1,37,Undirected,16,0
1,38,Undirected,16,0
1,39,Undirected,15,0
1,40,Undirected,12,0
1,41,Undirected,8,0
4,36,Undirected,13,0
4,37,Undirected,13,0
4,38,Undirected,15,0
4,39,Undirected,12,0
4,40,Undirected,12,0
4,41,Undirected,8,0
3,36,Undirected,14,0
3,37,Undirected,15,0
3,38,Undirected,14,0
3,39,Undirected,15,0
3,40,Undirected,11,0
3,41,Undirected,7,0
2,36,Undirected,13,0
2,37,Undirected,16,0
2,38,Undirected,14,0
2,39,Undirected,14,0
2,40,Undirected,10,0
2,41,Undirected,7,0
7,36,Undirected,12,0
8,36,Undirected,6,0
9,36,Undirected,13,0
25,36,Undirected,5,0
36,37,Undirected,8,0.176091259055681
10,36,Undirected,10,0
30,36,Undirected,7,0
36,38,Undirected,2,0
11,36,Undirected,9,0
29,36,Undirected,4,0
36,39,Undirected,5,0
36,40,Undirected,7,0.243038048686294
36,41,Undirected,4,0
17,36,Undirected,12,0
21,36,Undirected,13,0.176091259055681
23,36,Undirected,5,0
35,36,Undirected,5,0.330993219041424
7,25,Undirected,14,0
7,37,Undirected,14,0
7,30,Undirected,13,0
7,38,Undirected,12,0
7,29,Undirected,10,0
7,39,Undirected,14,0
7,40,Undirected,11,0
7,41,Undirected,7,0
7,35,Undirected,6,0
8,25,Undirected,8,0
8,37,Undirected,11,0.15949199723622
8,30,Undirected,8,0
8,38,Undirected,7,0
8,29,Undirected,5,0
8,39,Undirected,7,0
8,40,Undirected,7,0
8,41,Undirected,4,0
8,35,Undirected,3,0
9,25,Undirected,9,0
9,37,Undirected,15,0
9,30,Undirected,12,0
9,38,Undirected,8,0
9,29,Undirected,8,0
9,39,Undirected,12,0
9,40,Undirected,9,0
9,41,Undirected,6,0
9,35,Undirected,5,0
25,37,Undirected,4,0
25,38,Undirected,7,0
11,25,Undirected,9,0
25,39,Undirected,7,0
25,40,Undirected,5,0
25,41,Undirected,3,0
21,25,Undirected,6,0
10,37,Undirected,14,0
30,37,Undirected,8,0
37,38,Undirected,5,0
11,37,Undirected,9,0
29,37,Undirected,5,0
37,39,Undirected,6,0
37,40,Undirected,6,0
37,41,Undirected,4,0
17,37,Undirected,16,0
21,37,Undirected,14,0.150283995449396
23,37,Undirected,4,0
35,37,Undirected,3,0
10,38,Undirected,12,0
10,39,Undirected,12,0
10,40,Undirected,9,0
10,41,Undirected,7,0
30,38,Undirected,7,0
11,30,Undirected,9,0
30,39,Undirected,6,0
30,40,Undirected,5,0
30,41,Undirected,2,0
21,30,Undirected,11,0
11,38,Undirected,8,0
29,38,Undirected,6,0
38,39,Undirected,6,0
38,40,Undirected,3,0
38,41,Undirected,3,0
17,38,Undirected,14,0
21,38,Undirected,8,0
23,38,Undirected,9,0
35,38,Undirected,2,0
11,29,Undirected,5,0
11,39,Undirected,10,0
11,40,Undirected,10,0.201645363528069
11,41,Undirected,4,0
11,35,Undirected,5,0
29,39,Undirected,5,0
29,40,Undirected,4,0
29,41,Undirected,2,0
21,29,Undirected,6,0
39,40,Undirected,4,0
39,41,Undirected,2,0
17,39,Undirected,13,0
21,39,Undirected,10,0
23,39,Undirected,7,0
35,39,Undirected,1,0
40,41,Undirected,4,0.243038048686294
17,40,Undirected,11,0
21,40,Undirected,9,0
23,40,Undirected,5,0
35,40,Undirected,4,0.301029995663981
17,41,Undirected,8,0
21,41,Undirected,7,0
23,41,Undirected,4,0
35,41,Undirected,1,0
21,35,Undirected,5,0
1,42,Undirected,9,0
1,43,Undirected,5,0
3,42,Undirected,8,0
3,43,Undirected,5,0
4,42,Undirected,8,0
4,43,Undirected,5,0
5,42,Undirected,4,0
5,38,Undirected,10,0
5,39,Undirected,3,0
5,43,Undirected,3,0
7,24,Undirected,9,0
7,26,Undirected,23,0
7,42,Undirected,7,0
7,28,Undirected,2,0
7,43,Undirected,5,0
7,33,Undirected,3,0
24,42,Undirected,6,0.301029995663981
24,38,Undirected,9,0.227243781503063
11,24,Undirected,4,0
24,39,Undirected,5,0
24,43,Undirected,1,0
25,42,Undirected,1,0
25,43,Undirected,4,0.322219294733919
26,42,Undirected,6,0
26,38,Undirected,10,0
11,26,Undirected,18,0
26,39,Undirected,9,0
26,43,Undirected,4,0
38,42,Undirected,4,0
10,42,Undirected,8,0
28,42,Undirected,1,0
11,42,Undirected,2,0
39,42,Undirected,4,0
12,42,Undirected,7,0
42,43,Undirected,2,0.271066772286538
17,42,Undirected,8,0
33,42,Undirected,2,0.367976785294594
22,42,Undirected,3,0
23,42,Undirected,6,0
28,38,Undirected,1,0
12,38,Undirected,13,0
38,43,Undirected,1,0
33,38,Undirected,2,0
22,38,Undirected,2,0
10,43,Undirected,4,0
11,28,Undirected,1,0
28,39,Undirected,1,0
28,43,Undirected,1,0.447158031342219
11,43,Undirected,4,0
11,33,Undirected,1,0
12,39,Undirected,13,0
39,43,Undirected,3,0
33,39,Undirected,2,0
22,39,Undirected,1,0
12,43,Undirected,4,0
17,43,Undirected,4,0
33,43,Undirected,1,0.322219294733919
22,43,Undirected,2,0.271066772286538
23,43,Undirected,4,0.225309281725863
1,44,Undirected,26,0
1,45,Undirected,7,0
1,46,Undirected,2,0
5,44,Undirected,12,0
5,40,Undirected,6,0
5,45,Undirected,5,0
5,46,Undirected,1,0
3,44,Undirected,24,0
3,45,Undirected,7,0
3,46,Undirected,2,0
4,44,Undirected,22,0
4,45,Undirected,6,0
4,46,Undirected,2,0
7,44,Undirected,20,0
9,44,Undirected,20,0
26,44,Undirected,21,0
40,44,Undirected,8,0
44,45,Undirected,7,0.208275942427082
10,44,Undirected,20,0
32,44,Undirected,17,0
14,44,Undirected,20,0
11,44,Undirected,13,0
12,44,Undirected,23,0
44,46,Undirected,2,0
22,44,Undirected,3,0
19,44,Undirected,12,0
17,44,Undirected,25,0
23,44,Undirected,12,0
7,45,Undirected,6,0
7,32,Undirected,19,0
7,46,Undirected,2,0
9,26,Undirected,22,0
9,45,Undirected,6,0
9,32,Undirected,18,0
9,46,Undirected,2,0
26,40,Undirected,10,0
26,45,Undirected,6,0
26,46,Undirected,2,0
19,26,Undirected,12,0
40,45,Undirected,4,0.301029995663981
32,40,Undirected,6,0
14,40,Undirected,10,0
12,40,Undirected,10,0
40,46,Undirected,2,0.544068044350276
22,40,Undirected,2,0
19,40,Undirected,6,0
10,45,Undirected,5,0
32,45,Undirected,2,0
14,45,Undirected,6,0
11,45,Undirected,5,0
12,45,Undirected,7,0
45,46,Undirected,2,0.778151250383644
22,45,Undirected,1,0
19,45,Undirected,6,0.325853579389013
17,45,Undirected,7,0
23,45,Undirected,3,0
10,46,Undirected,2,0
11,32,Undirected,12,0
32,46,Undirected,1,0
19,32,Undirected,10,0
14,46,Undirected,2,0
11,46,Undirected,2,0.280826609575694
12,46,Undirected,2,0
22,46,Undirected,1,0.367976785294594
19,46,Undirected,2,0.392800369019627
17,46,Undirected,2,0
23,46,Undirected,1,0
1,47,Undirected,6,0
1,48,Undirected,8,0
1,49,Undirected,1,0
36,47,Undirected,1,0
26,36,Undirected,12,0
36,44,Undirected,11,0
12,36,Undirected,13,0
28,36,Undirected,1,0
36,48,Undirected,4,0
13,36,Undirected,6,0
14,36,Undirected,9,0
18,36,Undirected,4,0
34,36,Undirected,1,0
33,36,Undirected,2,0
36,49,Undirected,1,0.477121254719662
16,36,Undirected,3,0
2,47,Undirected,6,0
2,44,Undirected,23,0
2,48,Undirected,8,0
2,49,Undirected,1,0
3,47,Undirected,6,0
3,48,Undirected,8,0
3,49,Undirected,1,0
7,47,Undirected,6,0
9,47,Undirected,6,0
26,47,Undirected,5,0
8,47,Undirected,5,0.243038048686294
44,47,Undirected,4,0
37,47,Undirected,4,0.243038048686294
10,47,Undirected,5,0
29,47,Undirected,4,0.367976785294594
12,47,Undirected,5,0
28,47,Undirected,1,0.367976785294594
47,48,Undirected,3,0.419129307741976
13,47,Undirected,4,0
14,47,Undirected,5,0
18,47,Undirected,3,0.322219294733919
21,47,Undirected,5,0
17,47,Undirected,6,0
34,47,Undirected,1,0.544068044350276
33,47,Undirected,1,0
47,49,Undirected,1,0.845098040014257
16,47,Undirected,1,0
7,48,Undirected,7,0
7,34,Undirected,1,0
7,49,Undirected,1,0
9,28,Undirected,1,0
9,48,Undirected,8,0
9,34,Undirected,1,0
9,33,Undirected,2,0
9,49,Undirected,1,0
8,26,Undirected,14,0
26,37,Undirected,13,0
26,48,Undirected,8,0
18,26,Undirected,7,0
21,26,Undirected,21,0
26,49,Undirected,1,0
16,26,Undirected,5,0
8,44,Undirected,12,0
8,28,Undirected,1,0
8,48,Undirected,6,0.197280558125619
8,34,Undirected,1,0
8,33,Undirected,1,0
8,49,Undirected,1,0.322219294733919
37,44,Undirected,10,0
29,44,Undirected,4,0
28,44,Undirected,1,0
44,48,Undirected,8,0.208275942427082
13,44,Undirected,13,0
18,44,Undirected,5,0
21,44,Undirected,19,0
34,44,Undirected,1,0
33,44,Undirected,2,0
44,49,Undirected,1,0
16,44,Undirected,4,0
12,37,Undirected,11,0
28,37,Undirected,1,0
37,48,Undirected,4,0
13,37,Undirected,7,0
14,37,Undirected,9,0
18,37,Undirected,4,0
34,37,Undirected,1,0
33,37,Undirected,1,0
37,49,Undirected,1,0.419129307741976
16,37,Undirected,4,0
10,48,Undirected,6,0
10,49,Undirected,1,0
29,48,Undirected,2,0
18,29,Undirected,5,0.243038048686294
29,49,Undirected,1,0.544068044350276
16,29,Undirected,2,0
12,48,Undirected,8,0
12,49,Undirected,1,0
28,48,Undirected,1,0
18,28,Undirected,1,0
21,28,Undirected,1,0
28,49,Undirected,1,1.14612803567824
16,28,Undirected,1,0
13,48,Undirected,6,0.219556952836772
14,48,Undirected,8,0.176091259055681
18,48,Undirected,2,0
21,48,Undirected,8,0.208275942427082
17,48,Undirected,8,0
34,48,Undirected,1,0.419129307741976
33,48,Undirected,1,0
48,49,Undirected,1,0.720159303405957
16,48,Undirected,3,0.294190571133676
13,49,Undirected,1,0.344495689445071
14,49,Undirected,1,0
18,34,Undirected,1,0.322219294733919
18,33,Undirected,1,0
18,49,Undirected,1,0.6232492903979
21,34,Undirected,1,0
21,33,Undirected,2,0
21,49,Undirected,1,0
17,49,Undirected,1,0
34,49,Undirected,1,1.32221929473392
16,34,Undirected,1,0.419129307741976
33,49,Undirected,1,1.02118929906994
16,33,Undirected,1,0
16,49,Undirected,1,0.720159303405957
24,44,Undirected,11,0
8,24,Undirected,5,0
25,44,Undirected,5,0
38,44,Undirected,10,0
20,44,Undirected,9,0
8,32,Undirected,13,0
13,38,Undirected,6,0
14,38,Undirected,7,0
32,38,Undirected,9,0
20,38,Undirected,8,0.243038048686294
1,50,Undirected,1,0
2,50,Undirected,1,0
2,45,Undirected,6,0
3,50,Undirected,1,0
5,50,Undirected,1,0.344495689445071
7,50,Undirected,1,0
9,24,Undirected,8,0
9,50,Undirected,1,0
6,44,Undirected,4,0
44,50,Undirected,1,0
30,44,Undirected,10,0
39,44,Undirected,9,0
6,25,Undirected,4,0
25,50,Undirected,1,0.419129307741976
25,45,Undirected,1,0
19,25,Undirected,6,0
6,24,Undirected,3,0
24,50,Undirected,1,0.477121254719662
24,45,Undirected,4,0.234083206033368
19,24,Undirected,5,0
6,50,Undirected,1,0.720159303405957
6,30,Undirected,3,0
6,39,Undirected,4,0
6,45,Undirected,2,0
10,50,Undirected,1,0
13,50,Undirected,1,0.344495689445071
12,50,Undirected,1,0
14,50,Undirected,1,0
30,50,Undirected,1,0.419129307741976
39,50,Undirected,1,0.447158031342219
45,50,Undirected,1,0.778151250383644
20,50,Undirected,1,0.544068044350276
19,50,Undirected,1,0.392800369019627
17,50,Undirected,1,0
23,50,Undirected,1,0.322219294733919
13,39,Undirected,4,0
13,45,Undirected,3,0
14,39,Undirected,9,0
30,45,Undirected,4,0
19,30,Undirected,6,0
39,45,Undirected,2,0
20,39,Undirected,4,0
19,39,Undirected,5,0
20,45,Undirected,1,0
1,51,Undirected,3,0
1,52,Undirected,5,0
4,51,Undirected,2,0
4,52,Undirected,4,0
2,51,Undirected,2,0
2,52,Undirected,5,0
3,51,Undirected,3,0
3,52,Undirected,5,0
24,36,Undirected,3,0
36,51,Undirected,2,0.301029995663981
22,36,Undirected,1,0
36,52,Undirected,3,0.255272505103306
24,40,Undirected,2,0
24,51,Undirected,1,0
18,24,Undirected,3,0
24,52,Undirected,2,0
21,24,Undirected,8,0
7,51,Undirected,3,0
7,52,Undirected,5,0
25,51,Undirected,2,0
18,25,Undirected,5,0
25,52,Undirected,1,0
9,51,Undirected,2,0
9,52,Undirected,5,0
26,51,Undirected,3,0
26,52,Undirected,5,0
10,51,Undirected,2,0
10,52,Undirected,5,0
29,51,Undirected,2,0.367976785294594
29,52,Undirected,2,0
13,40,Undirected,2,0
40,51,Undirected,2,0.367976785294594
18,40,Undirected,3,0
40,52,Undirected,3,0.322219294733919
12,51,Undirected,3,0
12,52,Undirected,5,0
13,51,Undirected,2,0
13,52,Undirected,4,0.247585676437015
14,51,Undirected,3,0
14,52,Undirected,5,0
22,51,Undirected,2,0.492915521902894
18,51,Undirected,2,0.447158031342219
51,52,Undirected,2,0.7481880270062
21,51,Undirected,3,0
35,51,Undirected,1,0.301029995663981
22,52,Undirected,2,0.271066772286538
18,52,Undirected,2,0
18,35,Undirected,1,0
21,52,Undirected,5,0.208275942427082
35,52,Undirected,3,0.556302500767287
1,53,Undirected,3,0
1,54,Undirected,6,0
4,53,Undirected,3,0
4,54,Undirected,5,0
2,53,Undirected,3,0
2,54,Undirected,6,0
3,53,Undirected,3,0
3,54,Undirected,5,0
36,53,Undirected,2,0.301029995663981
36,54,Undirected,2,0
8,53,Undirected,2,0
8,54,Undirected,3,0
26,53,Undirected,3,0
26,54,Undirected,4,0
7,53,Undirected,2,0
7,54,Undirected,4,0
44,53,Undirected,3,0
44,54,Undirected,3,0
9,53,Undirected,3,0
9,54,Undirected,5,0
37,53,Undirected,1,0
37,54,Undirected,5,0.339948061694351
12,53,Undirected,3,0
12,54,Undirected,6,0
30,53,Undirected,2,0
30,54,Undirected,3,0
16,30,Undirected,2,0
14,53,Undirected,2,0
14,54,Undirected,1,0
11,53,Undirected,1,0
11,54,Undirected,2,0
40,53,Undirected,1,0
53,54,Undirected,1,0.367976785294594
21,53,Undirected,3,0
16,53,Undirected,1,0
17,53,Undirected,3,0
40,54,Undirected,1,0
16,40,Undirected,1,0
21,54,Undirected,3,0
16,54,Undirected,2,0
17,54,Undirected,6,0
1,55,Undirected,6,0
3,55,Undirected,6,0
4,55,Undirected,6,0
2,55,Undirected,6,0
5,37,Undirected,5,0
5,55,Undirected,4,0
8,55,Undirected,4,0
6,26,Undirected,5,0
26,55,Undirected,5,0
9,55,Undirected,5,0
24,37,Undirected,3,0
24,55,Undirected,2,0
